posto,0
1,5.784631560221592
6,114.2476231958229
14,15.232995774701147
17,220.8955477256231
18,289.8084589844619
24,82.53087657937665
25,70.31469528123512
31,187.69190306461545
33,398.77922789149557
34,624.244823085672
47,18.625608397376617
57,107.26878658444724
61,170.57486652988783
63,105.94918787933231
71,19.175851849999958
73,0.0
74,387.30876641597393
77,401.19809256729815
92,721.4534475271796
93,47.175665143375056
98,98.50552061809589
99,23.791168194532222
101,141.13852774990832
102,32.186003861529095
111,66.49921819869489
115,71.60402380499974
117,0.0
120,5.489898488888889
121,20.301469861801763
125,0.0
130,0.0
134,19.935426343333326
144,32.13541533192602
145,35.2146590481392
149,11.322633100020662
154,31.509849884259253
156,26.012047563366945
158,22.32485934092629
161,0.0
169,64.588
172,125.412
173,0
178,309.111
188,10.684131161222448
190,82.88984408833332
196,14.190339111111108
197,15.935913124444447
201,0.0
205,13.146663460670899
209,38.068948369005724
211,23.294925998715254
215,273.164634399998
216,357.7669708083676
220,20.70541010380413
229,401.56954883288745
229,401.56954883288745
237,0.0
238,0.0
239,0.0
240,0.0
242,0.0
243,0.0
245,0.0
246,0.0
247,22.40261230682704
254,3.889535733333334
255,2.7388712466666667
257,59.60172668951413
259,46.02633949333334
262,16.23002702666667
266,0.0
269,125.56941748148112
270,115.75131738183741
271,223.69794299189653
271,223.69794299189653
275,1262.893976010172
277,33.38719961025263
278,19.528059651851777
279,32.55293174162555
280,60.550056400781116
281,160.24201027870353
283,2.961009333333442
286,13.658978418518473
287,807.4089758305554
288,0.0
290,83.27649553888891
291,67.932453843125
294,54.75489556640637
295,63.98284558148148
296,46.248114074074074
